img_path,label
data/data5/oline_casev5_13779.jpg,0
data/data4/oline_casev4_2796.jpg,0
data/data5/oline_casev5_10094.jpg,0
data/data5/oline_casev5_8157.jpg,0
data/data5/oline_casev5_3629.jpg,0
data/data4/oline_casev4_2647.jpg,0
data/data4/oline_casev4_2526.jpg,0
data/data5/oline_casev5_19653.jpg,0
data/data5/oline_casev5_14670.jpg,0
data/data3/generated_case_551.jpg,0
data/data5/oline_casev5_5783.jpg,0
data/data5/oline_casev5_12920.jpg,0
data/data3/generated_case_956.jpg,0
data/data5/oline_casev5_11242.jpg,0
data/data3/generated_case_140.jpg,0
data/data3/generated_case_406.jpg,0
data/data5/oline_casev5_7518.jpg,0
data/data5/oline_casev5_9715.jpg,0
data/data5/oline_casev5_11274.jpg,0
data/data3/generated_case_490.jpg,0
data/data5/oline_casev5_241.jpg,0
data/data4/oline_casev4_804.jpg,0
data/data3/generated_case_150.jpg,0
data/data5/oline_casev5_15737.jpg,0
data/data5/oline_casev5_3434.jpg,0
data/data5/oline_casev5_6908.jpg,0
data/data5/oline_casev5_8496.jpg,0
data/data3/generated_case_272.jpg,0
data/data5/oline_casev5_11004.jpg,0
data/data5/oline_casev5_15031.jpg,0
data/data5/oline_casev5_17945.jpg,0
data/data5/oline_casev5_11611.jpg,0
data/data5/oline_casev5_2062.jpg,0
data/data5/oline_casev5_3226.jpg,0
data/data5/oline_casev5_14701.jpg,0
data/data3/generated_case_875.jpg,0
data/data5/oline_casev5_7393.jpg,0
data/data3/generated_case_734.jpg,0
data/data5/oline_casev5_10362.jpg,0
data/data5/oline_casev5_9139.jpg,0
data/data5/oline_casev5_558.jpg,0
data/data5/oline_casev5_3298.jpg,0
data/data5/oline_casev5_9296.jpg,0
data/data5/oline_casev5_12401.jpg,0
data/data5/oline_casev5_9064.jpg,0
data/data4/oline_casev4_2361.jpg,0
data/data5/oline_casev5_5945.jpg,0
data/data3/generated_case_959.jpg,0
data/data5/oline_casev5_2032.jpg,0
data/data5/oline_casev5_13770.jpg,0
data/data3/generated_case_102.jpg,0
data/data3/generated_case_758.jpg,0
data/data5/oline_casev5_17018.jpg,0
data/data3/generated_case_4.jpg,0
data/data5/oline_casev5_12639.jpg,0
data/data5/oline_casev5_8401.jpg,0
data/data5/oline_casev5_10687.jpg,0
data/data3/generated_case_996.jpg,0
data/data4/oline_casev4_621.jpg,0
data/data5/oline_casev5_2472.jpg,0
data/data5/oline_casev5_9241.jpg,0
data/data5/oline_casev5_15744.jpg,0
data/data3/generated_case_876.jpg,0
data/data4/oline_casev4_1842.jpg,0
data/data5/oline_casev5_12381.jpg,0
data/data5/oline_casev5_14185.jpg,0
data/data5/oline_casev5_12994.jpg,0
data/data5/oline_casev5_9832.jpg,0
data/data5/oline_casev5_767.jpg,0
